SampleID,Sample Name,Total 16s rRNA copy per mL,SampleType,#SampleID,faith_pd,observed_features,shannon_entropy,simpson_e,simpson
6631-SMS19-28FCombo,SMS19,15450.5706787109,Sample,6631-SMS19-28FCombo,15.3432419993075,73,5.03324887693974,0.293271265457238,0.95329024098004
6631-SMS2-28FCombo,SMS02,83889.1967773438,Sample,6631-SMS2-28FCombo,15.5439639962101,86,4.43218557999017,0.122625646026179,0.905175570090275
6631-SMS20-28FCombo,SMS20,190741.711425781,Sample,6631-SMS20-28FCombo,16.6138032069524,101,4.75166803185846,0.171074760530964,0.942124775926734
6631-SMS21-28FCombo,SMS21,160168.994140625,Sample,6631-SMS21-28FCombo,19.430627143382,97,3.42104924915101,0.043949946785785,0.765431380366315
6631-SMS22-28FCombo,SMS22,71806.4208984374,Sample,6631-SMS22-28FCombo,13.3878053424296,71,3.02546865366202,0.055479146868683,0.746129711122073
6631-SMS23-28FCombo,SMS23,127204.162597656,Sample,6631-SMS23-28FCombo,13.0949166653244,41,2.81137599010338,0.100040846314783,0.756197145457026
6631-SMS24-28FCombo,SMS24,40415.0695800782,Sample,6631-SMS24-28FCombo,22.1636775973454,142,5.13926319289477,0.111867992666848,0.937048539504064
6631-SMS25-28FCombo,SMS25,7989.0151977539,Sample,6631-SMS25-28FCombo,14.0285988715758,56,3.22140707654135,0.067262295855404,0.734514817996535
6631-SMS26-28FCombo,SMS26,32307.470703125,Sample,6631-SMS26-28FCombo,16.8876156967872,89,5.24588763813679,0.262059533302526,0.957124417819943
6631-SMS27-28FCombo,SMS27,24863.3575439454,Sample,6631-SMS27-28FCombo,20.6633873778316,105,5.29742359161302,0.253816001998853,0.962477505559903
6631-SMS28-28FCombo,SMS28,25123.3978271484,Sample,6631-SMS28-28FCombo,11.6992038574144,38,1.80437960815456,0.052951764004236,0.50302336534853
6631-SMS29-28FCombo,SMS29,20824.5025634766,Sample,6631-SMS29-28FCombo,15.0702659862307,83,4.87165562181208,0.184504695165868,0.934699803925027
6631-SMS3-28FCombo,SMS03,233313.208007812,Sample,6631-SMS3-28FCombo,14.2432957778411,99,4.71037870703498,0.112206385239434,0.909978295090286
6631-SMS30-28FCombo,SMS30,12273.2948303223,Sample,6631-SMS30-28FCombo,10.9026568357358,50,4.42645481406232,0.281201333284922,0.928876581891113
6631-SMS31-28FCombo,SMS31,160858.984375,Sample,6631-SMS31-28FCombo,13.0174242056199,84,4.73850719268646,0.175419217128057,0.932135360653951
6631-SMS32-28FCombo,SMS32,37049.2797851562,Sample,6631-SMS32-28FCombo,11.5828328025908,52,2.81498633721582,0.070072385127371,0.725558517869582
6631-SMS33-28FCombo,SMS33,2605.2734375,Sample,6631-SMS33-28FCombo,20.121138947499,83,5.1955243568142,0.293700345814805,0.958977941487745
6631-SMS34-28FCombo,SMS34,36778.9184570312,Sample,6631-SMS34-28FCombo,14.1089323974423,82,4.71350622732334,0.155016307652232,0.921330070778241
6631-SMS35-28FCombo,SMS35,325521.630859376,Sample,6631-SMS35-28FCombo,12.0726896441893,70,4.12710431028785,0.142716029131237,0.899901122721277
6631-SMS36-28FCombo,SMS36,7002.60467529296,Sample,6631-SMS36-28FCombo,19.6256187775429,67,4.81485038851145,0.270811335182492,0.94488645342607
6631-SMS37-28FCombo,SMS37,129389.440917969,Sample,6631-SMS37-28FCombo,14.3247076011733,67,4.00493445784238,0.1382626574897,0.892050583973187
6631-SMS38-28FCombo,SMS38,25302.5085449218,Sample,6631-SMS38-28FCombo,16.8172149156546,57,1.9076546461647,0.031631977079907,0.44537581053487
6631-SMS39-28FCombo,SMS39,3648.58703613282,Sample,6631-SMS39-28FCombo,23.3047804017587,91,5.30476800940449,0.299467428622167,0.963304820695958
6631-SMS4-28FCombo,SMS04,13943.5791015625,Sample,6631-SMS4-28FCombo,13.7992347625728,45,4.45531339404437,0.368121141349905,0.939633398558059
6631-SMS40-28FCombo,SMS40,3820.01304626464,Sample,6631-SMS40-28FCombo,24.5233362778522,94,5.19928582233095,0.227846814642127,0.953309429016817
6631-SMS5-28FCombo,SMS05,3882.14530944824,Sample,6631-SMS5-28FCombo,12.4239953434504,39,3.6863998087736,0.186685598986947,0.862651292975102
6631-SMS6-28FCombo,SMS06,12375.4364013672,Sample,6631-SMS6-28FCombo,13.3117088990835,64,4.38707959674254,0.18843873628571,0.917081804367922
6631-SMS7-28FCombo,SMS07,438007.861328124,Sample,6631-SMS7-28FCombo,13.8809363832745,104,4.31419724175927,0.078156790186238,0.876973138322693
6631-SMS8-28FCombo,SMS08,22511.5371704102,Sample,6631-SMS8-28FCombo,18.8877101136744,120,5.49049342820362,0.233394191159701,0.964295026830247
6631-SMS9-28FCombo,SMS09,1661.65733337402,Sample,6631-SMS9-28FCombo,16.2454012772151,45,4.20540639075087,0.303721572054303,0.926833573025728
6631-N10-28FCombo,N10,,Control,6631-N10-28FCombo,6.06471518755268,16,2.95695134337599,0.389382641725062,0.839489506457942
6631-N8-28FCombo,N8,,Control,6631-N8-28FCombo,6.09553731528628,17,3.03388274908581,0.34607178396177,0.830025063764624
6631-N9-28FCombo,N9,,Control,6631-N9-28FCombo,5.99912526717873,15,2.80816354399622,0.335192134697128,0.801109096050523
